,QUESTION,CONTEXTS,LABELS,MESHES,YEAR,reasoning_required_pred,reasoning_free_pred,final_decision,LONG_ANSWER
25118793,Is proteinuria associated with neurocognitive impairment in antiretroviral therapy treated HIV-infected individuals?,"['Proteinuria is a marker of vascular dysfunction that predicted increased cardiovascular mortality and is associated with neurocognitive impairment (NCI) in population-based studies. We examined associations between proteinuria and HIV-associated NCI.', 'Multivariable logistic regression was used to examine associations between NCI at the first neurocognitive assessment (baseline) and simultaneous, clinically significant proteinuria [as random spot urine protein-to-creatinine ratios (UP/Cr) ≥200 mg/g] in a prospective multicenter observational cohort study. Generalized estimating equations were used to examine associations between baseline proteinuria and subsequent NCI among subjects without NCI at baseline. NCI was defined as a Z-score, derived from the combination of normalized scores from the Trailmaking A and B and the Wechsler Adult Intelligence Scale-Revised Digit Symbol tests.', 'A total of 1972 subjects were included in this analysis. Baseline proteinuria was associated with increased odds of NCI [odds ratio (OR): 1.41, 95% confidence interval (CI): 1.08 to 1.85; P = 0.01] and with subsequent NCI among subjects without NCI at baseline (OR: 1.39, 95% CI: 1.01 to 1.93; P = 0.046) in multivariable models adjusted for risk factors and potential confounders. Similar associations were evident when these analyses were limited to visits at which time study subjects maintained plasma HIV RNA levels <200 copies per milliliter.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adult', 'Anti-HIV Agents', 'Cognitive Dysfunction', 'Cohort Studies', 'Female', 'Glomerular Filtration Rate', 'HIV Infections', 'HIV-1', 'Humans', 'Logistic Models', 'Male', 'Multivariate Analysis', 'Prospective Studies', 'Proteinuria', 'Surveys and Questionnaires']",,,,yes,The association between proteinuria and NCI observed in this study adds to a growing body of evidence implicating contributions by vascular disease to NCI in antiretroviral treated individuals. Studies examining interventions that improve vascular function are warranted.
24046750,Do cocaine users manifest impaired prosodic and cross-modal emotion processing?,"['A small number of previous studies have provided evidence that cocaine users (CU) exhibit impairments in complex social cognition tasks, while the more basic facial emotion recognition is widely unaffected. However, prosody and cross-modal emotion processing has not been systematically investigated in CU so far. Therefore, the aim of the present study was to assess complex multisensory emotion processing in CU in comparison to controls and to examine a potential association with drug use patterns.', 'The abbreviated version of the comprehensive affect testing system (CATS-A) was used to measure emotion perception across the three channels of facial affect, prosody, and semantic content in 58 CU and 48 healthy control (HC) subjects who were matched for age, sex, verbal intelligence, and years of education.', 'CU had significantly lower scores than controls in the quotient scales of ""emotion recognition"" and ""prosody recognition"" and the subtests ""conflicting prosody/meaning - attend to prosody"" and ""match emotional prosody to emotional face"" either requiring to attend to prosody or to integrate cross-modal information. In contrast, no group difference emerged for the ""affect recognition quotient."" Cumulative cocaine doses and duration of cocaine use correlated negatively with emotion processing.']","['BACKGROUND', 'METHODS', 'RESULTS']",[],,,,yes,"CU show impaired cross-modal integration of different emotion processing channels particularly with regard to prosody, whereas more basic aspects of emotion processing such as facial affect perception are comparable to the performance of HC."
26792418,Is poor postdischarge head growth related to a 10 % lower intelligence quotient in very preterm infants at the chronological age of five years?,"['This study examined the relationship between head growth and cognitive outcome at the age of five years in preterm infants born at less than 32 weeks of gestation from 2003 to 2009, as previous research has mostly focused on outcomes in toddlers.', 'The head circumference of 273 very preterm infants born in Tyrol, Austria, was measured at birth, discharge, the corrected ages of three, 12 and 24 months and the chronological age of five years. Suboptimal head size was defined as a head circumference of more than one standard deviation below the mean. Full-scale intelligence quotient (IQ) at five years was determined using Wechsler Preschool and Primary Scales of Intelligence, third edition.', 'Infants with a suboptimal head size at the age of three months had a significantly lower median IQ than those with a normal head size (90 [20-122] versus 98 [20-138], p = 0.001) and from three months onwards they were more likely to exhibit cognitive delay.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Cephalometry', 'Child, Preschool', 'Female', 'Follow-Up Studies', 'Head', 'Health Surveys', 'Humans', 'Infant', 'Infant, Newborn', 'Infant, Premature', 'Infant, Premature, Diseases', 'Intellectual Disability', 'Intelligence Tests', 'Male', 'Retrospective Studies']",,,,yes,"A suboptimal head size from the age of three months was consistently related to a 10% lower IQ, and this study adds further evidence that head growth failure, especially during the early postdischarge period, is related to impaired cognitive abilities."
25559938,Are hemiparesis and epilepsy associated with worse reported health status following unilateral stroke in children?,"['Perinatal and childhood stroke result in neurological impairment in the majority of survivors, but less is known about patient and parent perception of function following stroke in children. Our aim was to characterize parent-proxy and child-reported health status in children following unilateral arterial ischemic stroke or intraparenchymal hemorrhage.', 'Fifty-nine children 2-18 years (30 girls, 29 boys) with unilateral arterial ischemic stroke or spontaneous intraparenchymal hemorrhage at least 6 months before evaluation were enrolled from a single center. The PedsQL version 4.0 Generic Short Form and PedsQL version 3.0 Cerebral Palsy Module were administered to childhood stroke subjects and parents. Generic PedsQL Inventory scores were compared between children with stroke and published data from healthy children. Reported health status scores for children with varying degrees of hemiparesis were compared.', 'Children with stroke had lower reported health status scores on the Generic PedsQL Inventory than healthy children. Children with moderate-severe hemiparesis had worse scores than children without hemiparesis on several measures of the Cerebral Palsy Module as reported by both parents and children. The parents of children with epilepsy reported worse scores on several measures compared with children without epilepsy, and the parent scores were lower on several measures for children with lower intelligence quotients. Agreement between parent and child scores was better on the Cerebral Palsy Module than on the Generic Inventory.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adolescent', 'Brain Ischemia', 'Cerebral Hemorrhage', 'Child', 'Child, Preschool', 'Epilepsy', 'Female', 'Functional Laterality', 'Health Status', 'Humans', 'Male', 'Paresis', 'Severity of Illness Index', 'Stroke']",,,,yes,"Children with stroke have worse reported health status than healthy controls. Degree of hemiparesis, epilepsy, and lower intelligence quotient affect reported health status on some measures. Agreement between parent-proxy and child scores ranges from slight to good which suggests that both provide useful information."
26621616,"Is high educational performance a distinctive feature of bipolar disorder : a study on cognition in bipolar disorder , schizophrenia patients , relatives and controls?","['Schizophrenia is associated with lower intelligence and poor educational performance relative to the general population. This is, to a lesser degree, also found in first-degree relatives of schizophrenia patients. It is unclear whether bipolar disorder I (BD-I) patients and their relatives have similar lower intellectual and educational performance as that observed in schizophrenia.', 'This cross-sectional study investigated intelligence and educational performance in two outpatient samples [494 BD-I patients, 952 schizophrenia spectrum (SCZ) patients], 2231 relatives of BD-I and SCZ patients, 1104 healthy controls and 100 control siblings. Mixed-effects and regression models were used to compare groups on intelligence and educational performance.', 'BD-I patients were more likely to have completed the highest level of education (odds ratio 1.88, 95% confidence interval 1.66-2.70) despite having a lower IQ compared to controls (β = -9.09, S.E. = 1.27, p < 0.001). In contrast, SCZ patients showed both a lower IQ (β = -15.31, S.E. = 0.86, p < 0.001) and lower educational levels compared to controls. Siblings of both patient groups had significantly lower IQ than control siblings, but did not differ on educational performance. IQ scores did not differ between BD-I parents and SCZ parents, but BD-I parents had completed higher educational levels.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Achievement', 'Adult', 'Aged', 'Bipolar Disorder', 'Case-Control Studies', 'Cognition', 'Cross-Sectional Studies', 'Educational Status', 'Family', 'Female', 'Humans', 'Intelligence', 'Intelligence Tests', 'Male', 'Middle Aged', 'Odds Ratio', 'Schizophrenia', 'Schizophrenic Psychology', 'Young Adult']",,,,yes,"Although BD-I patients had a lower IQ than controls, they were more likely to have completed the highest level of education. This contrasts with SCZ patients, who showed both intellectual and educational deficits compared to healthy controls. Since relatives of BD-I patients did not demonstrate superior educational performance, our data suggest that high educational performance may be a distinctive feature of bipolar disorder patients."
26630407,Is attention deficit hyperactivity disorder an independent risk factor for lower resilience in adolescents : a pilot study?,"['Attention deficit hyperactivity disorder (ADHD) is associated with impaired daily functioning in a wide range of domains. Resilience, the ability to overcome and recover from challenges, has been scarcely investigated in ADHD and could potentially provide novel strategies for treatment. However, since ADHD is often comorbid with other clinical conditions, it is necessary to better understand if it impairs resilience levels when controlled for other variables. This pilot study is the first to investigate the correlation between quantitative measures of resilience and ADHD using strict diagnostic criteria by controlling this correlation for comorbid conditions.', 'Twelve adolescents diagnosed with ADHD via semi-structured interview using Diagnostic and Statistical Manual of Mental Disorders, 4th edition (DSM-IV) were compared to 12 adolescents exhibiting typical development, regarding resilience, in an analysis controlled for anxiety and depression levels, socioeconomic status, and intelligence quotient (IQ).', 'The ADHD group was less resilient than the control group (p < 0.01). Importantly, resilience in the ADHD group was not correlated with depression or anxiety, age, intelligence level, and socioeconomic status.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Adolescent', 'Age Factors', 'Anxiety', 'Attention Deficit Disorder with Hyperactivity', 'Case-Control Studies', 'Cross-Sectional Studies', 'Depression', 'Diagnostic and Statistical Manual of Mental Disorders', 'Female', 'Humans', 'Intelligence', 'Intelligence Tests', 'Interview, Psychological', 'Male', 'Pilot Projects', 'Psychiatric Status Rating Scales', 'Resilience, Psychological', 'Risk Factors', 'Social Class']",,,,yes,"ADHD seems to be associated with lower resilience, which cannot be explained by depression, anxiety, intelligence level, age, or socioeconomic status."
26628898,Does set-Shifting Ability be Associated with Gray Matter Volume in Older People with Mild Cognitive Impairment?,"['An understanding of the association between gray matter volume and executive functioning could provide strategies to reduce dementia risk in older people with mild cognitive impairment (MCI).', 'In a cross-sectional analysis, we assessed executive functioning in 83 older people with MCI using three standard neuropsychological tests: set shifting (difference between Trail Making Test Parts B and A), working memory (difference between Digit Span forward and backward from the Wechsler Adult Intelligence Scale-IV), and selective attention/response inhibition (difference between the second and third conditions of the color- and picture-word Stroop test). Gray matter volume was computed from brain MRIs and SIENAX from FSL software.', 'Gray matter volume was significantly associated with set-shifting performance after accounting for age, gender, body mass index, education, and global cognition (standardized β = -0.376, p = 0.001), but not with working memory or selective attention/response inhibition.']","['OBJECTIVE', 'METHODS', 'RESULTS']",[],,,,yes,The executive function of set-shifting ability was correlated with gray matter volume in older people with MCI.
25801849,Do children and adolescents previously treated with glucocorticoids display lower verbal intellectual abilities?,"['Perinatal exposure to glucocorticoids has been associated with adverse cerebral effects, but little is known about their effect on cognitive development and exposure later in childhood. This study examined intellectual abilities, memory and behavioural problems in children previously treated with glucocorticoids.', 'We evaluated 38 children aged from seven to 16 years, who had been treated with glucocorticoids for rheumatic disease or nephrotic syndrome, together with 42 healthy controls matched for age, gender and parental education. The median cumulative dose of prednisolone equivalents was 158 mg/kg (range 21-723) and the mean time that had elapsed since treatment was three-and-a-half (standard deviation 2.2) years. Intellectual abilities were assessed with the Wechsler Intelligence Scale for Children and memory performance and behavioural problems with a pattern recognition memory task and the Child Behaviour Check List.', 'There were no significant differences between the groups in pattern recognition memory, perceptual organisation index or behavioural problems, but patients had a significantly lower verbal comprehension index and this difference was present in both disease groups. There were no significant dose-response relationships regarding verbal intellectual abilities.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Adolescent', 'Child', 'Female', 'Glucocorticoids', 'Humans', 'Intelligence Tests', 'Male', 'Nephrotic Syndrome', 'Retrospective Studies', 'Rheumatic Diseases', 'Speech Disorders']",,,,yes,Children and adolescents previously treated with glucocorticoids seemed to have lower intellectual verbal abilities than healthy controls.
25769682,Does case-based reasoning using electronic health records efficiently identify eligible patients for clinical trials?,"['To develop a cost-effective, case-based reasoning framework for clinical research eligibility screening by only reusing the electronic health records (EHRs) of minimal enrolled participants to represent the target patient for each trial under consideration.', 'The EHR data--specifically diagnosis, medications, laboratory results, and clinical notes--of known clinical trial participants were aggregated to profile the ""target patient"" for a trial, which was used to discover new eligible patients for that trial. The EHR data of unseen patients were matched to this ""target patient"" to determine their relevance to the trial; the higher the relevance, the more likely the patient was eligible. Relevance scores were a weighted linear combination of cosine similarities computed over individual EHR data types. For evaluation, we identified 262 participants of 13 diversified clinical trials conducted at Columbia University as our gold standard. We ran a 2-fold cross validation with half of the participants used for training and the other half used for testing along with other 30\u2009000 patients selected at random from our clinical database. We performed binary classification and ranking experiments.', 'The overall area under the ROC curve for classification was 0.95, enabling the highlight of eligible patients with good precision. Ranking showed satisfactory results especially at the top of the recommended list, with each trial having at least one eligible patient in the top five positions.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Artificial Intelligence', 'Electronic Health Records', 'Eligibility Determination', 'Humans', 'Information Storage and Retrieval', 'Patient Selection', 'ROC Curve', 'Randomized Controlled Trials as Topic']",,,,yes,"This relevance-based method can potentially be used to identify eligible patients for clinical trials by processing patient EHR data alone without parsing free-text eligibility criteria, and shows promise of efficient ""case-based reasoning"" modeled only on minimal trial participants."
27387772,Is processing speed associated with differences in IQ and cognitive profiles between patients with schizophrenia and their healthy siblings?,"['Processing speed turns out to be the central area of research on cognition in schizophrenia. So far the relationship between this dimension and the IQ level of patients and their healthy siblings has not been investigated.', 'To investigate the differences in cognitive speed in patients with schizophrenia and their healthy siblings, and to determine whether cognitive speed as a covariate affects differences in IQ and cognitive profiles between groups.', 'Forty-seven inpatients diagnosed with schizophrenia according to DSM-IV (SCH) and their 36 healthy siblings (HSB) were tested with cognitive speed tasks according to Bartzokis et\xa0al. method and Wechsler Intelligence Scale. Additional control for the possible impact of antipsychotic drugs and selected demographic variables on the cognitive performance was taken into account.', 'The siblings scored significantly higher in the cognitive speed task (p\u2009<\u20090.01) than patients, the WAIS-R cognitive test profiles were also significantly different in two ways: between groups, and between single test results in each of the assessed groups. The interaction effect: ANOVA, F(10, 770)\u2009=\u20092.798, p\u2009=\u20090.002. Similarly, the Performance and Full Scale IQs were significantly different, at p\u2009<\u20090.01. After controlling for cognitive speed, all significant differences no longer exist: e.g. Full Scale IQ, p\u2009=\u20090.459.']","['BACKGROUND', 'OBJECTIVE', 'METHODS', 'RESULTS']","['Adult', 'Cognitive Dysfunction', 'Female', 'Humans', 'Intelligence', 'Male', 'Schizophrenia', 'Siblings', 'Young Adult']",,,,yes,Significant differences in cognitive speed between patients and their healthy siblings generate the differences in the cognitive profile assessed with Wechsler Intelligence Scale. Some problems of cognitive speed diagnosis and further research on the cognitive schizophrenia endophenotype were discussed.
23395328,Is regular breakfast consumption associated with increased IQ in kindergarten children?,"['Studies have documented a positive relationship between regular breakfast consumption and cognitive outcomes in youth. However, most of these studies have emphasized specific measures of cognition rather than cognitive performance as a broad construct (e.g., IQ test scores) and have been limited to Western samples of school-age children and adolescents. This study aims to extend the literature on breakfast consumption and cognition by examining these constructs in a sample of Chinese kindergarten-age children.', 'This cross-sectional study consisted of a sample of 1269 children (697 boys and 572 girls) aged 6 years from the Chinese city of Jintan. Cognition was assessed with the Chinese version of the Wechsler preschool and primary scale of intelligence-revised. Breakfast habits were assessed through parental questionnaire. Analyses of variance and linear regression models were used to analyze the association between breakfast habits and IQ. Socioeconomic and parental psychosocial variables related to intelligence were controlled for.', 'Findings showed that children who regularly have breakfast on a near-daily basis had significantly higher full scale, verbal, and performance IQ test scores (all p<0.001) compared to children who ""sometimes"" have breakfast. This relationship persisted for VIQ (verbal IQ) and FIQ (full IQ) even after adjusting for gender, current living location, parental education, parental occupation, and primary child caregiver.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Breakfast', 'Case-Control Studies', 'Child', 'Child Day Care Centers', 'Child, Preschool', 'China', 'Cognition', 'Female', 'Humans', 'Intelligence', 'Intelligence Tests', 'Male']",,,,yes,"Findings may reflect nutritional as well as social benefits of regular breakfast consumption on cognition, and regular breakfast consumption should be encouraged among young children."
25823753,Does growth Hormone Treatment improve Cognitive Function in Short Children with Growth Hormone Deficiency?,"['We investigated the association between cognition and growth hormone (GH) status and GH treatment in short prepubertal children with broadly ranging GH secretion.', ""A total of 99 children (age 3-11 years), 41 with GH deficiency (GHD) and 58 with idiopathic short stature (ISS), were randomized to a fixed dose (43 µg/kg/day) or a prediction model-guided individualized dose (17-100 µg/kg/day) and followed up for 24 months. In a longitudinal and mixed within- and between-subjects study, we examined clinical effect size changes, measured by Cohen's d, in full-scale IQ (FSIQ) and secondary IQ indices."", ""Significant increases giving medium effect size in FSIQ (p = 0.001, Cohen's d = 0.63), performance IQ (p = 0.001, Cohen's d = 0.65) and processing speed (p = 0.005, Cohen's d = 0.71) were found in the GH-deficient group. In contrast, perceptual organization only increased in the ISS group (p = 0.001, Cohen's d = 0.53). Baseline IQ was normally distributed with small but significant differences between the groups: GH-deficient children had lower FSIQ (p = 0.042) and lower performance IQ (p = 0.021). Using multiple regression analysis, 40% of the variance in delta processing speed scores (0-24 months) was explained by GH""]","['OBJECTIVE', 'METHODS', 'RESULTS']",[],,,,yes,"IQ, specifically fluid intelligence, increased in the GH-deficient children. The pretreatment status of the GH/IGF-I axis was significantly predictive for these changes. © 2015 S. Karger AG, Basel."
25669178,Is obstructive Sleep Apnea Related to Impaired Cognitive and Functional Status after Stroke?,"['Obstructive sleep apnea (OSA) is a common sleep disorder in stroke patients and is associated with prolonged hospitalization, decreased functional outcome, and recurrent stroke. Research on the effect of OSA on cognitive functioning following stroke is scarce. The primary objective of this study was to compare stroke patients with and without OSA on cognitive and functional status upon admission to inpatient rehabilitation.', 'Case-control study.', '147 stroke patients admitted to a neurorehabilitation unit.', 'N/A.', 'All patients underwent sleep examination for diagnosis of OSA. We assessed cognitive status by neuropsychological examination and functional status by two neurological scales and a measure of functional independence.', 'We included 80 stroke patients with OSA and 67 stroke patients without OSA. OSA patients were older and had a higher body mass index than patients without OSA. OSA patients performed worse on tests of attention, executive functioning, visuoperception, psychomotor ability, and intelligence than those without OSA. No differences were found for vigilance, memory, and language. OSA patients had a worse neurological status, lower functional independence scores, and a longer period of hospitalization in the neurorehabilitation unit than the patients without OSA. OSA status was not associated with stroke type or classification.']","['OBJECTIVE', 'METHODS', 'METHODS', 'METHODS', 'METHODS', 'RESULTS']","['Adult', 'Aged', 'Body Mass Index', 'Case-Control Studies', 'Cognition', 'Cognition Disorders', 'Executive Function', 'Female', 'Hospitalization', 'Humans', 'Intelligence', 'Male', 'Middle Aged', 'Prognosis', 'Psychomotor Performance', 'Sleep', 'Sleep Apnea, Obstructive', 'Stroke', 'Stroke Rehabilitation', 'Young Adult']",,,,yes,"Obstructive sleep apnea (OSA) is associated with a lower cognitive and functional status in patients admitted for stroke rehabilitation. This underlines the importance of OSA as a probable prognostic factor, and calls for well-designed randomized controlled trials to study its treatability."
25657823,Does neurodevelopment for syntactic processing distinguish childhood stuttering recovery versus persistence?,"['Characterized by the presence of involuntary speech disfluencies, developmental stuttering is a neurodevelopmental disorder of atypical speech-motor coordination. Although the etiology of stuttering is multifactorial, language development during early childhood may influence both the onset of the disorder and the likelihood of recovery. The purpose of this study was to determine whether differences in neural indices mediating language processing are associated with persistence or recovery in school-age children who stutter.', 'Event-related brain potentials (ERPs) were obtained from 31 6-7-year-olds, including nine children who do not stutter (CWNS), 11 children who had recovered from stuttering (CWS-Rec), and 11 children who persisted in stuttering (CWS-Per), matched for age, and all with similar socioeconomic status, nonverbal intelligence, and language ability. We examined ERPs elicited by semantic and syntactic (phrase structure) violations within an auditory narrative consisting of English and Jabberwocky sentences. In Jabberwocky sentences, content words were replaced with pseudowords to limit semantic context. A mixed effects repeated measures analysis of variance (ANOVA) was computed for ERP components with four within-subject factors, including condition, hemisphere, anterior/posterior distribution, and laterality.', 'During the comprehension of English sentences, ERP activity mediating semantic and syntactic (phrase structure) processing did not distinguish CWS-Per, CWS-Rec, and CWNS. Semantic violations elicited a qualitatively similar N400 component across groups. Phrase structure violations within English sentences also elicited a similar P600 component in all groups. However, identical phrase structure violations within Jabberwocky sentences elicited a P600 in CWNS and CWS-Rec, but an N400-like effect in CWS-Per.']","['BACKGROUND', 'METHODS', 'RESULTS']",[],,,,yes,"The distinguishing neural patterns mediating syntactic, but not semantic, processing provide evidence that specific brain functions for some aspects of language processing may be associated with stuttering persistence. Unlike CWS-Rec and CWNS, the lack of semantic context in Jabberwocky sentences seemed to affect the syntactic processing strategies of CWS-Per, resulting in the elicitation of semantically based N400-like activity during syntactic (phrase structure) violations. This vulnerability suggests neural mechanisms associated with the processing of syntactic structure may be less mature in 6-7-year-old children whose stuttering persisted compared to their fluent or recovered peers."
24179291,Does self-reported sleep correlate with prefrontal-amygdala functional connectivity and emotional functioning?,"['Prior research suggests that sleep deprivation is associated with declines in some aspects of emotional intelligence and increased severity on indices of psychological disturbance. Sleep deprivation is also associated with reduced prefrontal-amygdala functional connectivity, potentially reflecting impaired top-down modulation of emotion. It remains unknown whether this modified connectivity may be observed in relation to more typical levels of sleep curtailment. We examined whether self-reported sleep duration the night before an assessment would be associated with these effects.', 'Participants documented their hours of sleep from the previous night, completed the Bar-On Emotional Quotient Inventory (EQ-i), Mayer-Salovey-Caruso Emotional Intelligence Test (MSCEIT), and Personality Assessment Inventory (PAI), and underwent resting-state functional magnetic resonance imaging (fMRI).', 'Outpatient neuroimaging center at a private psychiatric hospital.', 'Sixty-five healthy adults (33 men, 32 women), ranging in age from 18-45 y.', 'N/A.', 'Greater self-reported sleep the preceding night was associated with higher scores on all scales of the EQ-i but not the MSCEIT, and with lower symptom severity scores on half of the psychopathology scales of the PAI. Longer sleep was also associated with stronger negative functional connectivity between the right ventromedial prefrontal cortex and amygdala. Moreover, greater negative connectivity between these regions was associated with higher EQ-i and lower symptom severity on the PAI.']","['OBJECTIVE', 'METHODS', 'METHODS', 'METHODS', 'METHODS', 'RESULTS']","['Adolescent', 'Adult', 'Amygdala', 'Emotional Intelligence', 'Emotions', 'Female', 'Functional Neuroimaging', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Neural Pathways', 'Personality Inventory', 'Prefrontal Cortex', 'Psychological Tests', 'Sleep', 'Young Adult']",,,,yes,"Self-reported sleep duration from the preceding night was negatively correlated with prefrontal-amygdala connectivity and the severity of subjective psychological distress, while positively correlated with higher perceived emotional intelligence. More sleep was associated with higher emotional and psychological strength."
27056715,Is genetic Variation in Schizophrenia Liability Shared With Intellectual Ability and Brain Structure?,"['Alterations in intellectual ability and brain structure are important genetic markers for schizophrenia liability. How variations in these phenotypes interact with variance in schizophrenia liability due to genetic or environmental factors is an area of active investigation. Studying these genetic markers using a multivariate twin modeling approach can provide novel leads for (genetic) pathways of schizophrenia development.', 'In a sample of 70 twins discordant for schizophrenia and 130 healthy control twins, structural equation modeling was applied to quantify unique contributions of genetic and environmental factors on human brain structure (cortical thickness, cortical surface and global white matter fractional anisotropy [FA]), intellectual ability and schizophrenia liability.', 'In total, up to 28.1% of the genetic variance (22.8% of total variance) in schizophrenia liability was shared with intelligence quotient (IQ), global-FA, cortical thickness, and cortical surface. The strongest contributor was IQ, sharing on average 16.4% of the genetic variance in schizophrenia liability, followed by cortical thickness (6.3%), global-FA (4.7%) and cortical surface (0.5%). Furthermore, we found that up to 57.4% of the variation due to environmental factors (4.6% of total variance) in schizophrenia was shared with IQ (34.2%) and cortical surface (13.4%).']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adult', 'Aptitude', 'Cerebral Cortex', 'Diseases in Twins', 'Female', 'Genetic Predisposition to Disease', 'Genetic Variation', 'Genotype', 'Humans', 'Intelligence', 'Male', 'Middle Aged', 'Phenotype', 'Schizophrenia', 'White Matter']",,,,yes,"Intellectual ability, FA and cortical thickness show significant and independent shared genetic variance with schizophrenia liability. This suggests that measuring brain-imaging phenotypes helps explain genetic variance in schizophrenia liability that is not captured by variation in IQ."
25406795,Are antenatal glucocorticoid treatment and polymorphisms of the glucocorticoid and mineralocorticoid receptors associated with IQ and behavior in young adults born very preterm?,"['Preterm survivors exhibit neurodevelopmental impairments. Whether this association is influenced by antenatal glucocorticoid treatment and glucocorticoid sensitivity is unknown.', 'This study aimed to study the effects of antenatal glucocorticoid treatment and glucocorticoid receptor (GR) and mineralocorticoid receptor (MR) polymorphisms on behavior and intelligence quotient (IQ).', 'This study was part of the 19-year follow-up of the Project On Preterm and Small-for-gestational-age birth cohort.', 'Multicenter study.', 'Three hundred forty-four 19-year-olds born very preterm (gestational age < 32 wk), of whom 71 had received betamethasone antenatally.', 'Single antenatal treatment course of betamethasone.', 'Behavior (Young Adult Self Report and Young Adult Behavior Checklist for parents) and IQ (digital Multicultural Capacity Test-intermediate level). Data were analyzed by linear regression and presented as regression coefficient (95% confidence interval [CI]).', 'Sex ratio, GR (R23K; N363S) and MR (-2G/C; I180V) genotypes were equally distributed between treated and nontreated subjects. Independent of treatment, R23K carriers had improved IQ scores (β 9.3; 95% CI, 3.4 to 15.1) and a tendency toward more favorable total problem behavior scores (β -8.5; 95% CI, -17.3 to 0.2) ; -2G/C CC carriers had poorer IQ scores (β -6.2; 95% CI, -10.5 to -1.9); I180V carriers had more favorable internalizing behavior scores (β -2.0; 95% CI, -3.9 to -0.1). Antenatal glucocorticoid treatment was associated with more unfavorable behavior scores, especially internalizing behavior (β 2.4; 95% CI, 0.3 to 4.5). Interaction between GR and MR polymorphisms and antenatal glucocorticoid treatment was observed, with poorer IQ scores for exposed N363S carriers; poorer intellectual subdomain scores for exposed I180V-carriers; more favorable total problem behavior scores for exposed R23K carriers.']","['BACKGROUND', 'OBJECTIVE', 'METHODS', 'METHODS', 'METHODS', 'METHODS', 'METHODS', 'RESULTS']","['Aggression', 'Anxiety', 'Depression', 'Female', 'Follow-Up Studies', 'Gene Frequency', 'Genotype', 'Glucocorticoids', 'Humans', 'Infant, Extremely Premature', 'Infant, Newborn', 'Intelligence Tests', 'Polymorphism, Single Nucleotide', 'Pregnancy', 'Premature Birth', 'Prenatal Exposure Delayed Effects', 'Receptors, Glucocorticoid', 'Receptors, Mineralocorticoid', 'Young Adult']",,,,yes,Genetic variations in glucocorticoid sensitivity and antenatal glucocorticoid treatment are associated with IQ and behavior in young adult preterm survivors.
25413897,Is chronic and recreational use of cocaine associated with a vulnerability to semantic interference?,"['Language production requires that speakers effectively recruit inhibitory control to successfully produce speech. The use of cocaine is associated with impairments in cognitive control processes in the non-verbal domain, but the impact of chronic and recreational use of cocaine on these processes during language production remains undetermined.', 'This study aims to observe the possible impairment of inhibitory control in language production among chronic and recreational cocaine polydrug users.', ""Two experiments were carried out on chronic (experiment 1) and recreational (experiment 2) cocaine polydrug users performing a blocked-cycled naming task, yielding an index of semantic interference. Participants were matched for sex, age, and intelligence (Raven's Standard Progressive Matrices) with cocaine-free controls, and their performance was compared on the blocked-cycled naming task."", 'Chronic and recreational users showed significantly larger semantic interference effects than cocaine-free controls, thereby indicating a deficit in the ability to inhibit interfering information.']","['BACKGROUND', 'OBJECTIVE', 'METHODS', 'RESULTS']","['Adult', 'Chronic Disease', 'Cocaine', 'Cocaine-Related Disorders', 'Female', 'Humans', 'Male', 'Neuropsychological Tests', 'Photic Stimulation', 'Semantics', 'Street Drugs', 'Young Adult']",,,,yes,"Evidence indicates a relationship between the consumption of cocaine, even at recreational levels, and the inhibitory processes that suppress the overactive lexical representations in the semantic context. This deficit may be critical in adapting and responding to many real-life situations where an efficient self-monitoring system is necessary for the prevention of errors."
